id,project,input_url,github_repo,repo_url,match_source,match_confidence,stars,forks,latest_commit_main_branch_utc,contributor_diversity
7579,Nirmata (Kyverno),https://nirmata.com/kyverno-oss/,kyverno/kyverno,https://github.com/kyverno/kyverno,manual,0.99,7409,1236,2026-02-19T08:57:32Z,Significant external contributor community
5572,Victoria Metrics,https://victoriametrics.com/,VictoriaMetrics/VictoriaMetrics,https://github.com/VictoriaMetrics/VictoriaMetrics,manual,0.99,16339,1572,2026-02-18T20:45:28Z,"Mostly core-team maintained, some external contributions"
7213,erxes,www.erxes.io,erxes/erxes,https://github.com/erxes/erxes,domain_org_match,0.95,3900,1229,2026-02-16T14:57:36Z,Significant external contributor community
7230,OpsMill (Infrahub),www.opsmill.com,opsmill/infrahub,https://github.com/opsmill/infrahub,manual,0.99,423,43,2026-02-18T19:18:08Z,Significant external contributor community
4266,"LINBIT (Linforge, DRBD)",https://linbit.com/,LINBIT/linstor-server,https://github.com/LINBIT/linstor-server,manual,0.99,1196,91,2026-02-13T10:39:01Z,Mixed maintainership with external contributors
5564,Talos Linux (Sidero Labs),https://www.siderolabs.com/,siderolabs/talos,https://github.com/siderolabs/talos,manual,0.99,9898,783,2026-02-18T14:47:23Z,Mixed maintainership with external contributors
7242,Turso,www.turso.tech,tursodatabase/libsql,https://github.com/tursodatabase/libsql,manual,0.99,16381,464,2025-12-26T07:01:19Z,Significant external contributor community (multiple companies visible)
7246,Zitadel,zitadel.com,zitadel/zitadel,https://github.com/zitadel/zitadel,manual,0.99,13006,943,2026-02-19T09:28:48Z,Significant external contributor community
7536,Terramate,https://terramate.io/,terramate-io/terramate,https://github.com/terramate-io/terramate,manual,0.99,3527,113,2026-02-17T14:05:41Z,"Mostly core-team maintained, some external contributions (multiple companies visible)"
6163,Baserow,www.baserow.io,bram2w/baserow,https://github.com/baserow/baserow,manual,0.99,4177,516,2026-02-18T23:32:53Z,Mixed maintainership with external contributors (multiple companies visible)
6202,Frappe (ERPNext),www.frappe.io,frappe/erpnext,https://github.com/frappe/erpnext,manual,0.99,31819,10476,2026-02-19T08:31:39Z,Significant external contributor community (multiple companies visible)
6040,NextCloud,www.nextcloud.com,nextcloud/server,https://github.com/nextcloud/server,manual,0.99,34125,4725,2026-02-19T08:17:45Z,Significant external contributor community (multiple companies visible)
6080,Karate Labs,www.karatelabs.io,karatelabs/karate,https://github.com/karatelabs/karate,manual,0.99,8787,2013,2025-12-05T11:12:19Z,"Mostly core-team maintained, some external contributions (multiple companies visible)"
